Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_3,Urban,50.113533,0.10267125,13.4943695,No
Robot_2,Urban,50.462036,0.1019679,13.738496,No
Robot_1,Urban,50.077538,0.100450754,19.65891,No
Robot_3,Urban,50.12931,0.10259365,13.7192335,No
Robot_2,Urban,49.879658,0.09865339,10.410154,Yes
Robot_3,Rural,50.46874,0.10017893,19.733414,No
Robot_1,Rural,50.34999,0.10003649,15.162841,Yes
Robot_1,Rural,50.217422,0.099876635,13.606186,No
Robot_2,Urban,50.113968,0.09821555,18.458963,Yes
Robot_1,Rural,50.269436,0.09913945,19.16214,No
Robot_3,Urban,50.164505,0.10171479,17.851295,No
Robot_3,Rural,50.304634,0.1005029,13.775251,Yes
Robot_3,Rural,50.208614,0.10357319,10.429636,No
Robot_3,Urban,50.196533,0.100099094,19.893484,No
Robot_3,Urban,50.122738,0.102880545,12.412659,No
Robot_1,Rural,50.424603,0.10217181,14.205846,Yes
Robot_3,Rural,50.482143,0.10009366,19.751343,No
Robot_3,Urban,50.198822,0.10097231,19.48112,No
Robot_1,Rural,50.351463,0.09987862,15.576855,Yes
Robot_1,Rural,50.236546,0.09976354,15.168521,No
Robot_1,Rural,50.29501,0.09904737,19.657118,No
Robot_2,Urban,50.441204,0.101355575,16.470196,No
Robot_2,Urban,50.463947,0.10201913,13.521465,No
Robot_2,Urban,50.47448,0.10350505,10.328599,No
Robot_1,Rural,50.243107,0.09973225,15.751891,No
Robot_2,Rural,50.497627,0.10019549,19.604843,No
Robot_2,Rural,50.04957,0.09761239,13.41488,Yes
Robot_3,Urban,50.132023,0.102428265,14.660648,No
Robot_1,Rural,50.291668,0.09908589,19.482227,No
Robot_3,Urban,50.205734,0.10105967,17.323708,Yes
Robot_1,Urban,50.150505,0.10202991,16.576984,Yes
Robot_1,Rural,50.22803,0.09957642,16.013226,No
Robot_3,Urban,50.139954,0.10225252,15.586713,No
Robot_1,Rural,50.226948,0.099670015,15.690466,No
Robot_2,Urban,50.447308,0.10153502,15.688663,No
Robot_2,Urban,50.44839,0.101578824,15.4883795,No
Robot_3,Urban,50.13877,0.102181695,15.988387,No
Robot_3,Urban,50.140713,0.10223439,15.682326,No
Robot_1,Rural,50.239376,0.09973312,15.574411,No
Robot_1,Rural,50.221066,0.09989672,13.590252,No
Robot_1,Rural,50.24683,0.09972406,15.979348,No
Robot_2,Rural,50.490177,0.10026279,19.559683,No
Robot_2,Urban,50.445198,0.10147263,15.966335,No
Robot_2,Urban,50.472443,0.102272086,12.544026,No
Robot_1,Rural,50.259148,0.099573314,17.404041,No
Robot_3,Rural,50.40135,0.10116001,18.408405,No
Robot_2,Rural,50.05992,0.09905985,19.143747,Yes
Robot_1,Rural,50.45722,0.102092944,15.235572,Yes
Robot_1,Rural,50.427906,0.10160009,16.519878,Yes
Robot_1,Urban,50.36083,0.09807565,19.992699,No
Robot_3,Rural,50.53228,0.10169934,19.936981,Yes
Robot_3,Rural,50.14481,0.10445993,10.07607,No
Robot_2,Urban,49.76684,0.1011037,10.006204,Yes
Robot_2,Urban,50.044502,0.09636238,17.767414,Yes
Robot_2,Rural,50.466724,0.10127336,11.861241,No
Robot_1,Urban,50.101276,0.10286533,12.472481,Yes
