Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_1,Rural,50.407513,0.1015905,17.283659,Yes
Robot_3,Rural,51.260117,0.09840767,19.75785,No
Robot_1,Urban,48.921635,0.10098906,10.158284,Yes
Robot_2,Rural,50.64841,0.09826971,16.567764,No
Robot_1,Urban,48.217815,0.10244613,10.02412,Yes
Robot_3,Rural,48.71874,0.10427368,11.30129,Yes
Robot_1,Rural,50.205505,0.0989901,19.124214,No
Robot_1,Rural,50.21272,0.098877445,19.225601,No
Robot_3,Urban,49.982216,0.10292044,12.702954,No
Robot_1,Urban,49.879044,0.10033164,10.020029,Yes
Robot_3,Rural,52.22183,0.09517253,19.997334,Yes
Robot_3,Urban,49.940815,0.10177137,16.846262,No
Robot_2,Urban,50.25703,0.10229496,12.597347,No
Robot_2,Urban,50.254364,0.1017,14.386658,No
Robot_3,Urban,49.968052,0.10138676,17.647608,No
Robot_2,Rural,49.22664,0.09698886,17.16693,Yes
Robot_2,Urban,50.249172,0.10122354,15.9719305,No
Robot_1,Urban,50.14256,0.10325849,11.326959,No
Robot_1,Urban,50.132168,0.101802796,15.237269,No
Robot_1,Urban,50.119186,0.10121833,17.044077,No
Robot_2,Urban,50.788155,0.09692827,13.986191,Yes
Robot_2,Rural,50.77316,0.09939755,10.686421,No
Robot_3,Rural,48.649517,0.10241715,15.52887,Yes
Robot_1,Rural,49.951157,0.10198003,12.909822,No
Robot_1,Urban,51.279774,0.10715642,10.351844,Yes
Robot_3,Rural,50.441544,0.10379888,10.252595,Yes
Robot_3,Urban,50.00268,0.10529707,10.128341,No
Robot_3,Rural,50.658043,0.09962858,18.306492,No
Robot_2,Urban,51.55617,0.08598248,19.998964,Yes
Robot_3,Rural,49.95434,0.09429333,19.994947,No
Robot_2,Urban,50.258713,0.101237655,15.797142,No
Robot_1,Rural,49.960907,0.10170827,13.434834,No
Robot_1,Rural,50.244587,0.09837823,19.51351,No
Robot_1,Urban,47.7329,0.106427,10.004228,No
Robot_3,Rural,49.442184,0.10264001,10.231169,Yes
Robot_2,Rural,50.685085,0.098561704,14.389613,No
Robot_2,Rural,49.836826,0.09677403,19.155956,Yes
Robot_2,Rural,50.514194,0.0973224,19.71673,No
Robot_2,Rural,50.712723,0.100011915,10.763502,Yes
Robot_2,Urban,50.268414,0.10316228,10.9775715,No
Robot_2,Rural,50.782806,0.09954793,10.4789295,No
Robot_2,Rural,49.627487,0.09740563,17.73126,Yes
Robot_1,Rural,49.376442,0.10347778,10.26199,No
Robot_2,Rural,50.40332,0.097173505,19.855995,No
Robot_3,Rural,49.72482,0.10208253,18.563532,Yes
Robot_3,Urban,49.510014,0.09636819,17.841457,Yes
Robot_1,Rural,49.86394,0.10220162,12.108991,No
Robot_2,Urban,50.177475,0.10002262,12.017671,Yes
Robot_3,Rural,51.766922,0.097080566,19.974764,Yes
Robot_3,Urban,49.946632,0.10391209,11.022963,No
Robot_3,Urban,49.953053,0.10096903,18.660881,No
Robot_1,Rural,51.230602,0.1021561,15.871921,Yes
Robot_2,Rural,50.39524,0.10036553,10.732005,No
Robot_2,Urban,50.236774,0.10008194,18.725067,No
Robot_1,Urban,50.102745,0.10309145,11.801464,No
Robot_1,Rural,49.863083,0.106096484,10.011254,No
Robot_2,Urban,50.25382,0.10094295,16.727345,No
Robot_1,Rural,49.97181,0.103873394,10.144952,No
Robot_2,Urban,50.24701,0.10063178,17.660864,No
Robot_2,Urban,51.144894,0.10212218,10.118058,Yes
Robot_3,Urban,49.940243,0.10255502,14.258151,No
Robot_3,Urban,49.944798,0.10114352,18.384651,No
Robot_1,Rural,50.00514,0.10137008,14.398606,No
Robot_1,Urban,50.435925,0.10485543,10.838226,Yes
Robot_1,Rural,51.060383,0.10505732,12.271432,Yes
Robot_2,Rural,49.98485,0.09810604,14.890284,Yes
Robot_1,Rural,50.734966,0.10193927,17.074184,Yes
Robot_2,Urban,50.278233,0.10399166,10.342724,No
Robot_3,Urban,49.93608,0.10247801,14.483468,No
Robot_2,Urban,50.28036,0.10417261,10.27072,No
Robot_3,Urban,49.995167,0.10251106,13.92895,No
Robot_1,Rural,51.15515,0.10191463,17.955025,Yes
Robot_2,Rural,50.73044,0.098898016,12.277411,No
Robot_2,Urban,50.733753,0.09837207,17.743252,Yes
Robot_3,Rural,50.148266,0.10097341,13.822688,No
Robot_1,Urban,51.588764,0.09777149,19.956339,Yes
Robot_2,Urban,51.5962,0.08429932,19.998964,Yes
Robot_3,Rural,49.641075,0.091887236,19.998865,No
Robot_2,Urban,50.25538,0.101739235,14.255218,No
Robot_3,Rural,50.115646,0.101155,13.364347,No
Robot_3,Urban,50.006886,0.10525853,10.13647,No
