Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_2,Rural,50.52531,0.10018895,17.47141,No
Robot_2,Urban,50.04708,0.09859829,13.807044,Yes
Robot_3,Rural,49.952343,0.09911326,19.39223,No
Robot_2,Rural,50.493195,0.10015752,17.33393,No
Robot_3,Rural,47.55541,0.097427905,12.867821,No
Robot_3,Rural,50.72194,0.1034505,12.344642,No
Robot_3,Rural,50.66968,0.10381947,10.1064825,Yes
Robot_3,Urban,47.562332,0.09652587,17.714539,Yes
Robot_3,Urban,47.99167,0.09974046,10.570438,No
Robot_3,Urban,49.268295,0.10095564,12.502479,No
Robot_2,Rural,50.514797,0.100667164,13.533801,No
Robot_2,Urban,50.441605,0.100528814,15.975376,No
Robot_1,Rural,49.94771,0.099461466,17.791323,No
Robot_3,Rural,47.634876,0.0976839,12.624068,No
Robot_1,Rural,50.08751,0.09925137,18.736595,Yes
Robot_1,Rural,49.73767,0.09757176,19.660006,Yes
Robot_2,Rural,50.53627,0.10059555,14.3907385,No
Robot_3,Urban,49.240593,0.10090318,12.499985,No
Robot_2,Rural,50.562756,0.10063677,14.376801,No
Robot_1,Rural,49.668026,0.09766226,19.549002,Yes
Robot_2,Urban,50.866764,0.10065763,18.552761,No
Robot_2,Rural,49.917534,0.0984379,15.204268,Yes
Robot_2,Urban,50.23248,0.100480996,14.266029,No
Robot_1,Rural,50.359825,0.1006145,16.749533,Yes
Robot_1,Urban,49.788666,0.10156069,18.222769,No
Robot_3,Urban,49.270172,0.100903,12.645606,No
Robot_2,Rural,50.538654,0.10064766,13.983378,No
Robot_3,Urban,48.651173,0.09968774,12.6690235,No
Robot_3,Rural,49.971306,0.09921866,19.337564,No
Robot_1,Rural,50.510967,0.10151722,14.689474,Yes
Robot_3,Urban,48.12263,0.099973485,10.590293,No
Robot_3,Urban,48.581394,0.10000022,11.672894,No
Robot_3,Rural,50.628025,0.10294512,13.296864,No
Robot_3,Urban,48.993713,0.100625694,12.031308,No
Robot_1,Urban,50.708725,0.1009184,17.467075,Yes
Robot_2,Urban,51.229923,0.100835875,19.432945,No
Robot_2,Urban,50.262142,0.100473076,14.653796,No
Robot_2,Rural,50.26219,0.102766946,10.119345,Yes
Robot_1,Urban,50.15497,0.10292076,11.387163,No
Robot_3,Urban,51.257618,0.10208823,19.197826,No
Robot_3,Urban,49.87169,0.10136853,14.739473,No
Robot_2,Urban,50.089077,0.10105771,11.5570345,No
