Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_1,Urban,49.95026,0.10257159,13.732646,No
Robot_3,Rural,50.745388,0.10291448,14.113499,No
Robot_3,Rural,49.272263,0.101022944,17.214962,Yes
Robot_2,Urban,50.450806,0.10158277,12.673054,No
Robot_1,Urban,49.942005,0.102464125,14.831263,No
Robot_2,Urban,50.52316,0.101212874,14.876233,No
Robot_2,Rural,50.142612,0.10072721,15.158453,No
Robot_3,Rural,50.4511,0.10247984,13.382758,No
Robot_1,Rural,50.211334,0.09893976,19.799978,No
Robot_3,Rural,50.153435,0.10256015,18.01824,Yes
Robot_3,Urban,49.6516,0.102288835,11.612396,No
Robot_1,Rural,50.218838,0.10017539,10.38969,No
Robot_2,Rural,50.120323,0.10078967,18.337065,No
Robot_3,Rural,50.54684,0.10125254,19.554537,No
Robot_2,Rural,50.09675,0.10094861,19.75103,No
Robot_3,Urban,50.106094,0.09779216,19.966238,Yes
Robot_3,Urban,50.302338,0.101034015,18.415363,No
Robot_2,Rural,51.308956,0.10218101,10.060299,Yes
Robot_3,Urban,49.839195,0.10208388,13.075421,No
Robot_2,Urban,50.80191,0.1034287,14.893062,Yes
Robot_2,Urban,50.4815,0.10142578,13.550607,No
Robot_2,Rural,50.134445,0.1007514,16.551605,No
Robot_1,Rural,50.432438,0.09941934,19.325167,Yes
Robot_3,Rural,50.482876,0.102764554,10.832328,Yes
Robot_3,Rural,50.175926,0.10268552,11.892322,No
Robot_3,Urban,49.894527,0.10166584,14.417945,No
Robot_2,Rural,50.06907,0.10090382,19.774155,No
Robot_2,Urban,50.202003,0.10277836,10.198123,No
Robot_2,Rural,50.120296,0.10079965,15.763798,No
Robot_1,Urban,49.953987,0.10278577,12.0543165,No
Robot_2,Urban,50.737038,0.100056596,19.537582,No
Robot_3,Rural,50.52765,0.10241919,13.912022,No
Robot_2,Rural,50.112423,0.10072513,12.822326,No
Robot_1,Urban,51.19987,0.102222405,11.413884,Yes
Robot_2,Urban,50.119278,0.10319084,10.104312,No
Robot_2,Rural,49.726307,0.09856959,19.260592,Yes
Robot_1,Urban,49.60386,0.10282105,15.805639,No
Robot_2,Urban,51.883533,0.10200896,11.079979,Yes
Robot_1,Urban,49.97171,0.10277854,11.831717,No
Robot_2,Rural,50.19755,0.10052539,10.172587,No
Robot_2,Urban,50.69831,0.1041465,19.704674,Yes
Robot_2,Urban,50.81584,0.09940653,19.92014,No
Robot_2,Rural,50.151794,0.100696795,13.228518,No
Robot_2,Urban,50.201115,0.1028837,10.185381,No
Robot_3,Rural,49.998817,0.102176026,15.127222,Yes
Robot_3,Urban,49.865185,0.10174297,13.99866,No
Robot_3,Rural,51.02083,0.10169503,18.83829,No
Robot_1,Rural,50.20716,0.09959358,15.48834,No
Robot_1,Rural,50.21114,0.09975631,13.160167,No
Robot_2,Urban,50.175632,0.10286744,10.163593,No
Robot_2,Rural,49.72763,0.09535003,19.393246,Yes
Robot_2,Urban,50.054913,0.103285044,10.096795,No
Robot_1,Rural,50.179718,0.09992534,12.424452,No
Robot_2,Rural,49.673386,0.09838394,19.377136,Yes
Robot_1,Urban,49.902428,0.101782046,18.987501,No
Robot_1,Urban,49.832073,0.100593366,19.94101,No
Robot_3,Urban,50.254883,0.10075173,18.633183,No
Robot_3,Urban,50.277527,0.10069643,18.770231,No
Robot_1,Urban,49.94902,0.102480486,14.496598,No
Robot_2,Urban,50.079407,0.10324235,10.089465,No
Robot_1,Urban,49.960114,0.102564976,13.570926,No
Robot_2,Rural,50.16103,0.10066845,12.047442,No
Robot_2,Urban,50.276695,0.10248018,10.409475,No
Robot_2,Urban,50.598904,0.10365161,12.517368,Yes
Robot_3,Urban,50.557575,0.100287236,19.621252,No
Robot_3,Rural,49.472633,0.098157346,19.506016,Yes
Robot_1,Urban,49.953514,0.10260086,13.35708,No
Robot_1,Urban,49.953094,0.10265105,12.97457,No
Robot_1,Urban,49.95414,0.102765895,12.161496,No
