Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_1,Rural,50.17919,0.098635845,18.17844,No
Robot_3,Rural,50.275715,0.10173208,15.516696,No
Robot_3,Rural,50.46696,0.10346835,12.987824,No
Robot_2,Rural,38.809574,0.06264673,10.092204,No
Robot_2,Rural,49.686485,0.091401145,19.940405,Yes
Robot_3,Urban,49.94938,0.10154249,14.478926,No
Robot_2,Urban,51.665108,0.10489813,12.990781,No
Robot_1,Rural,51.055004,0.10168953,18.570438,Yes
Robot_1,Rural,47.344658,0.09500211,10.162085,No
Robot_2,Urban,50.94691,0.10117956,15.669915,Yes
Robot_3,Urban,49.78151,0.09942149,17.66143,No
Robot_2,Urban,48.80405,0.09794593,12.295798,No
Robot_3,Rural,51.935513,0.10700501,18.55758,Yes
Robot_1,Urban,48.662445,0.100612365,10.280963,No
Robot_2,Urban,48.111492,0.09751043,10.551425,No
Robot_1,Urban,50.03442,0.10243218,16.02126,No
Robot_3,Urban,57.166668,0.11926112,14.5556965,No
Robot_3,Rural,54.96925,0.11794835,15.022992,Yes
Robot_2,Urban,50.549793,0.1010352,14.916952,No
Robot_2,Rural,51.092556,0.10127284,16.448578,No
Robot_2,Rural,37.70522,0.05231646,19.272676,Yes
Robot_2,Urban,47.804737,0.0978976,10.172826,No
Robot_2,Urban,48.86352,0.10211487,10.109672,No
Robot_3,Urban,49.944756,0.10150111,14.535981,No
Robot_1,Rural,50.996048,0.101639204,18.311409,Yes
Robot_3,Urban,49.78266,0.10156727,13.187866,No
Robot_2,Urban,47.81044,0.09798999,10.148718,No
Robot_2,Urban,48.839417,0.10159601,10.156349,No
Robot_2,Rural,38.732967,0.06034708,16.158417,No
Robot_1,Urban,52.92384,0.113975026,14.401459,Yes
Robot_2,Rural,63.17848,0.13651796,13.949534,Yes
Robot_1,Urban,50.03468,0.10236926,16.14725,No
Robot_3,Urban,49.921387,0.1013546,14.68408,No
Robot_2,Urban,51.4426,0.10333051,14.89903,No
Robot_3,Rural,50.513084,0.10389798,12.464271,No
