Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_2,Rural,50.36431,0.10006644,19.783274,No
Robot_3,Rural,50.102795,0.10288631,10.118861,Yes
Robot_3,Rural,50.115005,0.10292747,10.469257,No
Robot_1,Rural,50.167843,0.10067886,17.63152,Yes
Robot_1,Rural,50.221874,0.10016793,10.755455,Yes
Robot_2,Rural,50.41272,0.09996663,19.81801,No
Robot_3,Rural,50.209236,0.10282896,19.126637,Yes
Robot_2,Urban,50.523434,0.10073349,18.20323,No
Robot_2,Urban,50.70639,0.09962213,19.927977,No
Robot_1,Urban,50.086086,0.10121124,18.477558,Yes
Robot_2,Rural,50.457794,0.09951739,13.462726,Yes
Robot_2,Urban,50.282043,0.10182161,11.952136,No
Robot_1,Urban,49.81554,0.102903165,11.252851,Yes
Robot_1,Rural,50.60062,0.0982998,19.974781,Yes
Robot_1,Rural,50.11278,0.10108892,19.310715,No
Robot_1,Rural,50.037926,0.10156723,18.285017,No
Robot_3,Urban,49.812073,0.10143467,15.919164,Yes
Robot_2,Urban,50.283222,0.10197645,11.138381,No
Robot_2,Urban,50.372074,0.101612896,12.452658,No
Robot_1,Urban,49.912792,0.10294228,10.918039,No
Robot_2,Urban,50.714024,0.099598505,19.93031,No
Robot_3,Urban,50.20328,0.10154349,15.512311,No
Robot_3,Urban,50.032967,0.102987625,10.460227,No
Robot_3,Urban,50.11218,0.10152282,17.886961,No
Robot_1,Rural,50.165005,0.10072255,19.40263,No
Robot_1,Rural,50.27382,0.09953734,10.683959,No
Robot_1,Rural,50.186718,0.10054898,19.25493,No
Robot_1,Rural,50.173923,0.1005824,18.51242,No
Robot_3,Urban,49.729416,0.10165786,14.654869,Yes
Robot_3,Rural,50.20426,0.10288198,19.125368,Yes
Robot_2,Urban,50.297096,0.10203586,10.84782,No
Robot_2,Rural,50.27546,0.10033561,19.635439,No
Robot_2,Rural,50.29462,0.09996029,19.794811,No
Robot_2,Rural,50.67639,0.098847605,19.084864,Yes
Robot_1,Urban,50.331955,0.10114629,18.296144,No
Robot_2,Rural,50.350986,0.09943332,10.238978,Yes
Robot_2,Urban,50.31264,0.10195552,11.044016,No
Robot_1,Rural,50.246956,0.099947594,15.624704,No
Robot_2,Urban,50.582947,0.09997615,14.888483,Yes
Robot_1,Urban,50.006268,0.10254634,11.950692,No
Robot_1,Urban,49.88753,0.10302131,10.744076,No
Robot_2,Urban,50.553333,0.098211445,19.951067,Yes
Robot_3,Rural,49.643448,0.10397462,19.539091,Yes
Robot_2,Rural,50.250183,0.1001646,19.58386,No
Robot_2,Urban,50.40622,0.10140343,13.822943,No
Robot_3,Rural,50.27034,0.10152673,17.04743,No
Robot_2,Urban,50.311687,0.10196051,11.031412,No
Robot_2,Rural,50.23284,0.10011197,18.753466,No
Robot_2,Urban,50.245907,0.10186447,12.027815,No
Robot_1,Urban,50.020473,0.10178168,16.085264,Yes
Robot_3,Rural,50.168262,0.10278387,11.504174,Yes
Robot_2,Rural,50.307056,0.09946602,10.0147705,Yes
Robot_2,Urban,50.25749,0.10178871,12.444142,No
Robot_3,Rural,50.15305,0.102721676,10.984052,No
Robot_1,Urban,49.89188,0.10299439,10.805103,No
Robot_3,Rural,50.09034,0.102915905,10.562998,No
Robot_2,Rural,50.340534,0.099690475,11.191584,Yes
Robot_3,Urban,50.129604,0.10133352,18.200823,No
Robot_1,Rural,50.275227,0.09948338,10.401317,No
Robot_1,Rural,50.264297,0.09973774,12.95998,No
Robot_1,Urban,49.95066,0.10216842,14.044415,Yes
Robot_2,Rural,50.289444,0.099496804,12.095677,No
Robot_2,Rural,50.58342,0.09689618,19.115984,Yes
Robot_1,Rural,50.269825,0.099834464,16.623663,No
Robot_2,Rural,50.36021,0.09965464,13.166627,Yes
Robot_1,Urban,49.884247,0.10302821,10.735335,No
Robot_2,Rural,50.28203,0.099314444,10.020015,Yes
Robot_2,Rural,49.98652,0.10156394,11.653759,Yes
Robot_3,Rural,50.273697,0.10158694,16.824038,No
Robot_2,Rural,50.200447,0.10000391,10.558038,No
