Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_3,Rural,50.252094,0.102245614,15.107938,No
Robot_3,Urban,50.17496,0.10186338,14.990163,No
Robot_3,Rural,50.368275,0.09992716,16.200657,Yes
Robot_2,Rural,50.304127,0.1007264,14.821869,No
Robot_1,Rural,50.02483,0.10000963,16.073763,No
Robot_3,Urban,50.09604,0.101280145,15.005407,No
Robot_1,Rural,50.231964,0.09973202,12.878398,No
Robot_3,Rural,50.28169,0.10141346,14.951762,No
Robot_1,Rural,49.934532,0.09983191,17.228323,Yes
Robot_3,Urban,49.91846,0.10016855,14.971824,No
Robot_2,Urban,50.297302,0.102036834,15.168771,No
Robot_3,Rural,50.236023,0.10237926,15.04476,No
Robot_2,Urban,50.29857,0.10204399,15.161694,No
Robot_1,Rural,50.09948,0.10046265,15.773495,No
Robot_2,Urban,50.48259,0.099475145,12.973031,Yes
Robot_1,Rural,50.259747,0.09986261,13.134363,No
Robot_1,Rural,50.078724,0.10121016,17.872746,No
Robot_2,Urban,50.296936,0.1020261,15.171844,No
Robot_2,Rural,50.341553,0.09958476,14.599845,No
Robot_3,Rural,50.254456,0.10225541,15.111908,No
Robot_1,Rural,49.97392,0.10145566,17.914238,No
Robot_2,Urban,50.58546,0.09904995,11.568669,Yes
Robot_3,Rural,50.281284,0.10209755,15.0485325,No
Robot_3,Rural,50.37668,0.100807615,14.534172,Yes
Robot_2,Urban,50.57435,0.09895431,11.542206,Yes
Robot_2,Rural,50.342,0.09961671,14.540936,No
Robot_1,Urban,50.188602,0.101115525,16.392109,Yes
Robot_2,Urban,50.25167,0.10183499,15.137772,No
Robot_1,Rural,50.11211,0.0999689,14.769866,No
Robot_1,Rural,50.094193,0.099700734,14.464363,No
Robot_3,Urban,50.021988,0.10077689,15.004998,No
Robot_3,Rural,50.27261,0.101670384,14.998603,No
Robot_1,Rural,50.017834,0.10052058,17.039312,No
Robot_3,Rural,50.226116,0.102182135,15.020358,No
Robot_1,Rural,50.53836,0.100524224,12.901809,Yes
Robot_3,Urban,50.1571,0.10252316,14.945292,No
Robot_1,Urban,49.985973,0.10309328,15.465024,Yes
Robot_3,Urban,50.014618,0.10087083,14.955803,No
Robot_2,Urban,50.297016,0.102027245,15.171926,No
Robot_2,Rural,50.338505,0.0997202,14.601846,No
Robot_2,Urban,50.571075,0.09897905,11.521676,Yes
Robot_3,Rural,50.266933,0.10213352,14.999525,No
Robot_3,Urban,50.334694,0.10101267,15.1887865,Yes
Robot_3,Rural,50.22591,0.10244777,14.957344,No
Robot_2,Urban,50.356056,0.09896268,11.523733,Yes
Robot_3,Urban,50.071243,0.10116558,14.991945,No
Robot_2,Rural,50.14761,0.09982247,14.809603,Yes
Robot_1,Urban,50.284763,0.10212088,14.925994,No
Robot_2,Urban,50.225327,0.10173533,14.996117,No
Robot_1,Rural,50.70868,0.09750604,13.4045925,Yes
Robot_2,Urban,50.57704,0.09888989,11.515726,Yes
Robot_3,Rural,50.300404,0.10078739,14.829508,No
Robot_2,Rural,50.442284,0.098963395,16.139181,Yes
Robot_3,Rural,50.241276,0.10226418,15.078196,No
Robot_1,Rural,50.530228,0.10000818,14.716887,Yes
Robot_3,Rural,49.97204,0.100166835,16.518593,Yes
Robot_1,Rural,50.2131,0.09980309,13.126394,No
Robot_3,Rural,50.295322,0.1010208,14.879424,No
Robot_2,Rural,50.319954,0.10027274,14.679834,No
Robot_1,Urban,50.111454,0.10330167,15.510998,Yes
Robot_3,Urban,50.13958,0.10159946,14.9990835,No
Robot_1,Rural,50.26642,0.09968122,13.346353,No
Robot_3,Urban,49.934788,0.10022643,14.97263,No
Robot_2,Urban,50.28345,0.10249967,14.74515,No
Robot_3,Urban,50.422573,0.0998623,15.932452,Yes
Robot_2,Urban,50.56552,0.09900874,11.577899,Yes
Robot_2,Rural,50.34233,0.09959605,14.600571,No
Robot_1,Rural,50.18713,0.099940956,13.668031,No
Robot_3,Urban,49.92221,0.10119279,16.091288,Yes
Robot_2,Urban,50.188683,0.101499826,15.108194,No
Robot_2,Urban,50.262363,0.10189048,15.092355,No
Robot_1,Urban,50.2903,0.10221973,14.578343,No
Robot_2,Urban,50.28972,0.10200196,15.16076,No
Robot_1,Rural,50.357758,0.10016564,13.478502,No
Robot_2,Urban,50.21553,0.10259753,14.492164,No
Robot_3,Urban,49.94311,0.09981876,16.367558,Yes
Robot_2,Urban,50.294716,0.10201784,15.168646,No
Robot_2,Rural,50.32902,0.09954572,14.540525,No
Robot_1,Rural,50.39206,0.100830615,13.698383,Yes
Robot_3,Urban,50.16698,0.101811156,15.012112,No
Robot_2,Rural,50.162388,0.09965729,14.652426,Yes
Robot_2,Urban,50.298847,0.10204203,15.158739,No
Robot_1,Rural,50.228436,0.09975182,12.936237,No
Robot_2,Rural,50.342422,0.099615246,14.587857,No
Robot_3,Urban,50.44985,0.10028496,13.352129,Yes
Robot_2,Rural,50.346912,0.09964676,14.514251,No
Robot_3,Urban,49.945377,0.09999746,16.390951,Yes
Robot_2,Urban,50.29115,0.10200338,15.163527,No
Robot_3,Urban,50.20539,0.10207259,15.003723,No
Robot_1,Urban,50.226616,0.10168174,16.310375,Yes
Robot_3,Urban,50.154724,0.10182394,14.96142,No
Robot_2,Urban,50.289936,0.10248113,14.642534,No
Robot_3,Urban,50.3258,0.100977816,15.702035,Yes
Robot_3,Rural,50.24562,0.1024589,15.022756,No
Robot_3,Urban,49.971428,0.10049652,16.359838,Yes
Robot_2,Urban,50.25954,0.10198774,14.993366,No
Robot_3,Rural,50.254414,0.102258846,15.1142435,No
Robot_2,Rural,50.290413,0.099681884,13.77235,No
Robot_3,Urban,50.29571,0.10122399,15.916325,Yes
Robot_1,Rural,49.83226,0.1019594,17.972008,No
Robot_1,Urban,50.221252,0.10366274,15.459196,Yes
Robot_2,Rural,50.331696,0.09994104,14.674381,No
