Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_2,Urban,50.047825,0.10205578,13.501459,No
Robot_2,Urban,50.028725,0.09751137,16.452208,Yes
Robot_2,Rural,50.0743,0.10087585,10.04739,No
Robot_3,Urban,49.659325,0.1003325,19.813036,Yes
Robot_2,Rural,49.98173,0.09903252,11.108012,Yes
Robot_3,Urban,50.00289,0.101075165,15.564582,No
Robot_2,Rural,50.54945,0.10074368,17.905668,No
Robot_1,Rural,50.741096,0.09845522,19.21915,Yes
Robot_2,Rural,50.52632,0.100788124,15.358788,No
Robot_1,Urban,50.394154,0.09856282,16.45424,Yes
Robot_3,Urban,49.981182,0.101151094,13.620379,No
Robot_3,Rural,49.70689,0.10348788,15.637005,Yes
Robot_1,Urban,50.132656,0.10229359,16.912352,No
Robot_2,Rural,50.52457,0.1007823,15.341092,No
Robot_3,Rural,49.604435,0.10236868,17.487583,Yes
Robot_3,Urban,50.014004,0.10105798,15.159184,No
Robot_2,Urban,50.503265,0.10165982,11.724063,No
Robot_3,Rural,50.727196,0.10280308,10.917886,No
Robot_2,Rural,50.211685,0.09650642,19.448284,Yes
Robot_3,Rural,50.572685,0.102504656,17.123638,No
Robot_3,Urban,49.988907,0.10105654,15.933813,No
Robot_1,Rural,50.23254,0.098634444,19.346003,No
Robot_2,Rural,50.519154,0.10076868,15.021466,No
Robot_2,Rural,50.524002,0.100785285,15.83227,No
Robot_1,Urban,50.081085,0.10294979,11.149585,No
Robot_1,Urban,50.13593,0.10226498,17.091362,No
Robot_2,Rural,50.50636,0.10077415,14.383494,No
Robot_2,Urban,50.735645,0.100494824,18.629984,No
Robot_1,Rural,49.96386,0.10016689,16.693935,No
Robot_1,Rural,50.495216,0.10371618,10.224076,Yes
Robot_1,Urban,50.138996,0.10214489,17.426163,No
Robot_1,Rural,50.913574,0.09979005,16.34089,Yes
Robot_3,Rural,50.49857,0.10232999,18.093325,No
Robot_2,Rural,50.534485,0.10076102,15.970919,No
Robot_1,Rural,49.898132,0.100431524,15.588596,No
Robot_2,Rural,50.543262,0.10073101,18.861439,No
Robot_1,Urban,49.953083,0.102548346,15.302484,No
Robot_2,Urban,50.07186,0.096941054,18.155659,Yes
Robot_1,Rural,50.001038,0.10081257,10.061499,No
Robot_3,Urban,50.007427,0.10121552,12.418196,No
Robot_2,Rural,50.535763,0.10081035,19.136251,No
Robot_1,Urban,49.644382,0.09838584,19.923592,Yes
Robot_2,Rural,50.49105,0.09472588,19.849487,Yes
Robot_2,Rural,50.541943,0.100728706,18.634787,No
Robot_2,Rural,50.310307,0.09616153,16.572847,Yes
Robot_2,Urban,49.909866,0.09820253,14.27498,Yes
Robot_1,Rural,49.900974,0.10068828,11.866846,No
Robot_1,Rural,50.68771,0.099118814,18.40091,Yes
Robot_1,Urban,50.097187,0.1026796,13.307952,No
Robot_1,Urban,50.152752,0.10212395,17.84581,No
Robot_2,Rural,50.426796,0.10078878,12.07431,No
Robot_3,Rural,50.61147,0.10259829,16.571083,No
Robot_2,Urban,50.48437,0.100933924,17.602827,No
Robot_2,Urban,50.1904,0.09735685,18.874477,Yes
Robot_1,Rural,50.573635,0.098229185,19.514927,Yes
Robot_1,Urban,50.122875,0.10239313,16.268194,No
Robot_3,Rural,50.632732,0.102645695,16.132107,No
Robot_2,Urban,50.716293,0.10067991,17.56864,No
Robot_2,Rural,50.5303,0.10074352,19.41331,No
Robot_3,Rural,49.68027,0.10295509,16.34634,Yes
Robot_2,Urban,50.658382,0.100974835,15.345705,No
