Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_2,Urban,49.59686,0.10131478,14.557879,No
Robot_1,Rural,56.549816,0.114104286,13.49235,Yes
Robot_1,Rural,48.956654,0.09889117,16.826492,No
Robot_3,Rural,50.418896,0.10493539,13.765309,No
Robot_1,Rural,52.356285,0.104757726,15.071923,No
Robot_1,Urban,54.10648,0.108639754,14.511482,No
Robot_3,Rural,50.33911,0.10514027,12.869315,No
Robot_1,Rural,48.30561,0.098271854,12.766496,No
Robot_1,Rural,49.638115,0.10005422,16.510008,No
Robot_3,Urban,51.7751,0.10012022,18.421516,No
Robot_3,Rural,50.239872,0.10488662,13.15719,No
Robot_1,Rural,48.30577,0.098266326,12.847737,No
Robot_1,Rural,49.3101,0.09943509,16.757545,No
Robot_3,Rural,50.12545,0.10471308,13.202217,No
Robot_1,Rural,48.30732,0.09834133,12.401171,No
Robot_1,Rural,48.33466,0.098375864,12.47642,No
Robot_1,Rural,48.233765,0.098173775,12.869659,No
Robot_1,Rural,52.451744,0.10575465,13.451971,No
Robot_2,Urban,49.349728,0.1008803,14.586135,No
Robot_3,Urban,51.258015,0.10024455,17.65637,No
Robot_3,Rural,50.54593,0.10581444,12.054672,No
Robot_1,Rural,48.088154,0.09787472,13.107706,No
Robot_1,Rural,45.764015,0.09358929,16.874935,No
Robot_1,Rural,53.102585,0.10592014,14.8310375,No
Robot_1,Rural,48.30561,0.098271854,12.766496,No
Robot_1,Rural,49.604046,0.10002975,16.467196,No
Robot_3,Urban,52.006344,0.099979974,18.752234,No
Robot_3,Rural,50.294983,0.10466874,13.981931,No
Robot_1,Rural,49.148132,0.09918492,16.809849,No
Robot_3,Rural,50.19849,0.10447067,14.231166,No
Robot_1,Rural,52.63455,0.10587427,13.489734,No
Robot_2,Urban,48.60181,0.09956283,15.180424,No
Robot_3,Urban,52.93916,0.099516325,19.565569,No
Robot_2,Rural,44.0593,0.09148382,12.972849,Yes
Robot_2,Urban,43.491013,0.08668161,15.685042,No
Robot_2,Urban,54.329704,0.10418832,11.686654,Yes
Robot_1,Rural,50.20558,0.10089033,16.717194,No
Robot_3,Urban,49.361446,0.10144999,12.410037,No
Robot_2,Urban,44.112755,0.088504344,15.41967,No
Robot_2,Urban,51.130016,0.099598825,12.835729,Yes
Robot_1,Rural,54.470085,0.111345336,10.392582,No
Robot_3,Rural,45.57753,0.09301615,19.757774,Yes
Robot_2,Urban,51.86586,0.10095784,14.0964985,Yes
Robot_1,Rural,51.68197,0.10600052,12.378545,No
Robot_2,Urban,54.869595,0.102709666,18.980536,No
Robot_3,Rural,40.41876,0.082179785,13.679137,Yes
Robot_1,Rural,44.080135,0.09193608,10.325332,Yes
Robot_1,Rural,54.68521,0.10778691,17.266415,No
Robot_2,Urban,49.751583,0.10139612,14.4859915,No
Robot_3,Urban,47.99887,0.10101999,11.340195,No
Robot_2,Urban,40.136433,0.0774941,14.599434,No
Robot_2,Urban,52.863785,0.099212445,18.558662,Yes
Robot_1,Rural,48.553307,0.098290525,16.530481,No
Robot_3,Rural,49.242466,0.10275752,15.269505,No
Robot_1,Rural,48.974594,0.09891379,16.868065,No
Robot_3,Rural,50.209072,0.10449623,14.156525,No
Robot_1,Rural,48.79977,0.09859508,17.490614,No
Robot_3,Urban,49.378563,0.10321881,10.954691,No
Robot_1,Urban,49.4758,0.105506934,12.524716,No
Robot_3,Rural,56.414112,0.11447281,15.598342,Yes
Robot_2,Urban,52.738346,0.10376409,10.776608,Yes
Robot_1,Rural,51.595615,0.10604579,12.11186,No
Robot_2,Urban,56.899208,0.10133789,19.766066,No
Robot_3,Rural,45.007683,0.095055446,12.369175,Yes
Robot_1,Rural,49.731308,0.1039411,10.175882,Yes
Robot_1,Rural,50.247868,0.10096268,16.655312,No
Robot_3,Urban,48.70486,0.10060486,12.467693,No
Robot_2,Urban,42.666546,0.08798923,13.340538,No
Robot_1,Rural,45.32165,0.091059364,14.2573595,Yes
Robot_1,Rural,54.50235,0.109654285,12.064481,No
Robot_2,Rural,43.64986,0.08113342,19.90334,Yes
Robot_1,Rural,52.898552,0.10564133,14.694558,No
Robot_3,Urban,52.028168,0.09996644,18.78014,No
Robot_3,Rural,50.230976,0.10451362,14.1931305,No
Robot_1,Rural,51.036655,0.10235542,15.78191,No
Robot_3,Urban,50.318073,0.09531949,19.86083,No
Robot_1,Urban,42.935978,0.09310913,10.268276,Yes
Robot_3,Urban,52.148808,0.09993506,18.898811,No
Robot_3,Rural,50.02917,0.10410445,14.554673,No
Robot_1,Rural,49.99782,0.10059447,16.668968,No
