Robot_ID,Region,Motor_Temperature,Vibration_Level,Power_Consumption,Failure
Robot_1,Rural,43.00905548962287,0.11104638823671328,14.831527031843073,No
Robot_2,Rural,56.97065196086,0.1102394938708488,19.30405271160598,No
Robot_3,Urban,57.67212624356701,0.09698471231816795,11.57960193903234,No
Robot_1,Urban,48.314254518613005,0.13484855041028518,18.806753149581258,No
Robot_2,Rural,48.15432866271906,0.07756025754821942,11.836169870406675,No
Robot_3,Rural,41.394100471192985,0.09250648341318383,12.938336094083091,Yes
Robot_1,Urban,53.84625212720928,0.10843214962703114,16.388357252746243,No
Robot_2,Urban,55.082204798457134,0.09370732881082429,11.519895372326214,No
Robot_3,Urban,54.458096892948895,0.10719477272253314,16.801449791829697,No
Robot_1,Urban,40.45436498845509,0.04245619855097352,10.731403396074358,Yes
Robot_2,Rural,46.836838492500384,0.10699891772304676,12.120389953230465,No
Robot_3,Rural,51.96535201379105,0.0981709480921794,15.930745856273223,Yes
Robot_1,Rural,47.85380559441617,0.08150209623639731,11.273280237377598,No
Robot_2,Rural,50.42236637843485,0.11546128104033401,18.66654184714521,No
Robot_3,Urban,53.707127283098885,0.1366779054298774,17.18043945106574,No
Robot_1,Urban,48.799000605232244,0.0803444494617753,11.92547057046349,No
Robot_2,Urban,52.18587753615866,0.08300450534778661,17.737661923774443,Yes
Robot_3,Rural,48.64042307503864,0.12141206558823894,10.7446305676051,No
Robot_1,Urban,52.94738099243117,0.09311453473584365,19.577616316992835,No
Robot_2,Urban,48.90154959803594,0.08758808072093627,16.72466867374084,No
Robot_3,Rural,45.85759344211383,0.0917453379462724,16.62865331115011,Yes
Robot_1,Urban,44.51000566362611,0.08665892045518006,15.740677943954896,No
Robot_2,Rural,64.05704132162224,0.10231777859585629,10.253310686720944,No
Robot_3,Rural,46.65386642209604,0.08478212533809888,10.571173584586974,Yes
Robot_1,Urban,52.84223596841632,0.11379683907533784,11.80542332594392,No
Robot_2,Rural,41.02866007387196,0.0965583739828396,19.115734355535835,Yes
Robot_3,Urban,49.442908549868186,0.07780534145065059,17.627675387964743,No
Robot_1,Urban,42.12588705150216,0.06788637427602773,10.371018036548563,No
Robot_2,Rural,55.39304898147434,0.09470370447946144,14.946753756124023,Yes
Robot_3,Rural,46.11317411844325,0.10007148353889535,18.204533860856767,No
Robot_1,Rural,52.597230204657194,0.07491412808946862,19.021758652284504,No
Robot_2,Urban,47.60208106982096,0.10714264902655239,12.003873946764992,No
Robot_3,Rural,50.75383359766309,0.11181360653635268,15.905661434477183,No
Robot_1,Urban,49.175142458855206,0.07051387345284438,10.599876362289063,No
Robot_2,Urban,50.33062714000414,0.11964035263733389,16.143278892930258,No
Robot_3,Urban,49.510237865325486,0.12837414299003197,12.33529265994737,No
Robot_1,Urban,51.25787001731008,0.08488415858479545,14.366198405462285,No
